Dataset,Max Depth,Impurity,Train,Test,Time

artificial-characters,3,gini,0.29508196721311475,0.2857142857142857,4.708355665206909
artificial-characters,3,entropy,0.2932468803523367,0.2901174168297456,3.3393445014953613
artificial-characters,4,gini,0.36065573770491804,0.3522504892367906,10.259609699249268
artificial-characters,4,entropy,0.38916075360900415,0.386986301369863,9.611691951751709
artificial-characters,5,gini,0.4440910203082946,0.42759295499021527,29.08788514137268
artificial-characters,5,entropy,0.46806948862246145,0.45596868884540115,26.651421546936035
artificial-characters,6,gini,0.5185955468558845,0.5151663405088063,79.68498826026917
artificial-characters,6,entropy,0.5422069977978957,0.5303326810176126,73.32176661491394
artificial-characters,7,gini,0.5787863958894054,0.565068493150685,217.31756925582886
artificial-characters,7,entropy,0.604966968436506,0.5640900195694716,204.79482793807983
artificial-characters,8,gini,0.6388549057988745,0.598825831702544,621.6367638111115
artificial-characters,8,entropy,0.6558600440420846,0.610078277886497,608.8081908226013

credit-card,3,gini,0.8213333333333334,0.8225,6.766923904418945
credit-card,3,entropy,0.8205833333333333,0.8228333333333333,6.257691144943237
credit-card,4,gini,0.8222083333333333,0.8236666666666667,16.51829171180725
credit-card,4,entropy,0.8221666666666667,0.8238333333333333,17.262449502944946
credit-card,5,gini,0.8240416666666667,0.823,40.69105410575867
credit-card,5,entropy,0.8237916666666667,0.8235,44.01938605308533
credit-card,6,gini,0.8268333333333333,0.8171666666666667,101.805330991745
credit-card,6,entropy,0.8265833333333333,0.8175,111.91591954231262
credit-card,7,gini,0.831625,0.8186666666666667,269.4584722518921
credit-card,7,entropy,0.831,0.815,293.1728894710541
credit-card,8,gini,0.83825,0.813,712.531730890274
credit-card,8,entropy,0.83725,0.8181666666666667,799.2203707695007

telescope,3,gini,0.805270767613039,0.8107255520504731,3.401754856109619
telescope,3,entropy,0.8015904311251314,0.8036277602523659,3.1444597244262695
telescope,4,gini,0.8301787592008412,0.8385909568874869,9.015931606292725
telescope,4,entropy,0.8280757097791798,0.8385909568874869,10.59338641166687
telescope,5,gini,0.8427970557308097,0.8472660357518401,28.24048948287964
telescope,5,entropy,0.8403654048370137,0.8456887486855941,27.1486394405365
telescope,6,gini,0.8562039957939012,0.8572555205047319,71.23949885368347
telescope,6,entropy,0.8543638275499474,0.8501577287066246,75.50114393234253
telescope,7,gini,0.8696109358569927,0.8551524710830705,210.08826541900635
telescope,7,entropy,0.867770767613039,0.8533123028391167,225.0536286830902
telescope,8,gini,0.8834779179810726,0.8543638275499474,655.0513114929199
telescope,8,entropy,0.8818349106203995,0.8512092534174553,690.9724414348602

spambase,3,gini,0.8032608695652174,0.8099891422366993,0.6475422382354736
spambase,3,entropy,0.8032608695652174,0.8099891422366993,1.0130863189697266
spambase,4,gini,0.8184782608695652,0.8230184581976113,1.5579335689544678
spambase,4,entropy,0.8105978260869565,0.8143322475570033,1.4527440071105957
spambase,5,gini,0.8298913043478261,0.8273615635179153,3.7042510509490967
spambase,5,entropy,0.8206521739130435,0.8230184581976113,3.210869073867798
spambase,6,gini,0.8434782608695652,0.8295331161780674,8.490682601928711
spambase,6,entropy,0.8366847826086956,0.8327904451682954,6.9815354347229
spambase,7,gini,0.8538043478260869,0.8599348534201955,19.09632968902588
spambase,7,entropy,0.8456521739130435,0.8545059717698155,15.044540405273438
spambase,8,gini,0.8671195652173913,0.8610206297502715,41.037816286087036
spambase,8,entropy,0.8605978260869566,0.8610206297502715,32.03007102012634

taiwanese-bankruptcy,3,gini,0.9675527039413382,0.9714076246334311,0.9152634143829346
taiwanese-bankruptcy,3,entropy,0.9675527039413382,0.9714076246334311,0.9066393375396729
taiwanese-bankruptcy,4,gini,0.9688359303391384,0.9714076246334311,2.5353426933288574
taiwanese-bankruptcy,4,entropy,0.9675527039413382,0.9721407624633431,2.4950785636901855
taiwanese-bankruptcy,5,gini,0.9703024747937672,0.9714076246334311,7.378211259841919
taiwanese-bankruptcy,5,entropy,0.9697525206232814,0.9706744868035191,7.26033091545105
taiwanese-bankruptcy,6,gini,0.9723189734188817,0.9699413489736071,21.438002109527588
taiwanese-bankruptcy,6,entropy,0.9714023831347388,0.9699413489736071,20.894350290298462
taiwanese-bankruptcy,7,gini,0.9769019248395967,0.9596774193548387,62.24004626274109
taiwanese-bankruptcy,7,entropy,0.9739688359303391,0.9611436950146628,59.564831256866455
taiwanese-bankruptcy,8,gini,0.9818515123739688,0.9494134897360704,181.69317078590393
taiwanese-bankruptcy,8,entropy,0.9783684692942255,0.9633431085043989,168.1111295223236

dry-bean,3,gini,0.8249448934606907,0.8299669482188763,3.765089511871338
dry-bean,3,entropy,0.8208119030124909,0.821520381931693,3.313502788543701
dry-bean,4,gini,0.8668258633357825,0.8593463092177746,10.641284942626953
